#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
4	109674588	109678588	ENSMUSG00000010517.7	.	+	109674588	109678588	0	1	4000	109674587	cluster_1
3	63974106	63978106	ENSMUSG00000027823.9	.	+	63974106	63978106	0	1	4000	63974100	cluster_1
10	79680195	79684195	ENSMUSG00000020307.15	.	+	79680195	79684195	0	1	4000	79680188	cluster_1
15	99390882	99394882	ENSMUSG00000023010.15	.	+	99390882	99394882	0	1	4000	99390873	cluster_1
2	151540483	151544483	ENSMUSG00000032966.14	.	+	151540483	151544483	0	1	4000	151540482	cluster_1
11	121352445	121356445	ENSMUSG00000025173.13	.	-	121352445	121356445	0	1	4000	121352444	cluster_1
7	28596144	28600144	ENSMUSG00000109336.1	.	-	28596144	28600144	0	1	4000	28596142	cluster_1
2	59158850	59162850	ENSMUSG00000026991.20	.	+	59158850	59162850	0	1	4000	59158845	cluster_1
15	10468516	10472516	ENSMUSG00000044224.16	.	-	10468516	10472516	0	1	4000	10468515	cluster_1
7	102063469	102067469	ENSMUSG00000070426.12	.	-	102063469	102067469	0	1	4000	102063468	cluster_1
7	19663033	19667033	ENSMUSG00000002981.10	.	-	19663033	19667033	0	1	4000	19663032	cluster_1
17	8309102	8313102	ENSMUSG00000073468.11	.	+	8309102	8313102	0	1	4000	8309094	cluster_1
X	20615503	20619503	ENSMUSG00000031060.16	.	+	20615503	20619503	0	1	4000	20615501	cluster_1
1	36367181	36371181	ENSMUSG00000010453.12	.	-	36367181	36371181	0	1	4000	36367178	cluster_1
8	70040813	70044813	ENSMUSG00000011306.7	.	+	70040813	70044813	0	1	4000	70040806	cluster_1
11	6198415	6202415	ENSMUSG00000053838.14	.	-	6198415	6202415	0	1	4000	6198409	cluster_1
6	113376115	113380115	ENSMUSG00000079426.13	.	+	113376115	113380115	0	1	4000	113376114	cluster_1
2	180918949	180922949	ENSMUSG00000038848.14	.	-	180918949	180922949	0	1	4000	180918948	cluster_1
11	87985533	87989533	ENSMUSG00000020483.14	.	-	87985533	87989533	0	1	4000	87985525	cluster_1
7	99978448	99982448	ENSMUSG00000058761.5	.	-	99978448	99982448	0	1	4000	99978439	cluster_1
14	52195416	52199416	ENSMUSG00000035726.8	.	-	52195416	52199416	0	1	4000	52195411	cluster_1
4	65602986	65606986	ENSMUSG00000051675.13	.	+	65602986	65606986	0	1	4000	65602980	cluster_1
11	69670423	69674423	ENSMUSG00000059796.16	.	-	69670423	69674423	0	1	4000	69670417	cluster_1
5	34367933	34371933	ENSMUSG00000037210.16	.	+	34367933	34371933	0	1	4000	34367930	cluster_1
14	32199898	32203898	ENSMUSG00000013701.13	.	-	32199898	32203898	0	1	4000	32199895	cluster_1
11	116851094	116855094	ENSMUSG00000034120.18	.	-	116851094	116855094	0	1	4000	116851093	cluster_1
11	79252671	79256671	ENSMUSG00000017677.11	.	-	79252671	79256671	0	1	4000	79252664	cluster_1
2	11775582	11779582	ENSMUSG00000058594.15	.	-	11775582	11779582	0	1	4000	11775581	cluster_1
12	64963804	64967804	ENSMUSG00000035614.11	.	+	64963804	64967804	0	1	4000	64963798	cluster_1
3	107331673	107335673	ENSMUSG00000048109.10	.	-	107331673	107335673	0	1	4000	107331672	cluster_1
2	35199120	35203120	ENSMUSG00000026878.17	.	-	35199120	35203120	0	1	4000	35199117	cluster_1
17	56624903	56628903	ENSMUSG00000041168.9	.	-	56624903	56628903	0	1	4000	56624898	cluster_1
11	90636173	90640173	ENSMUSG00000020544.14	.	+	90636173	90640173	0	1	4000	90636164	cluster_1
1	161249219	161253219	ENSMUSG00000026701.15	.	-	161249219	161253219	0	1	4000	161249218	cluster_1
5	145190062	145194062	ENSMUSG00000038690.15	.	-	145190062	145194062	0	1	4000	145190061	cluster_1
12	30909589	30913589	ENSMUSG00000044573.16	.	-	30909589	30913589	0	1	4000	30909586	cluster_1
17	34998987	35002987	ENSMUSG00000007029.16	.	+	34998987	35002987	0	1	4000	34998984	cluster_1
12	52501972	52505972	ENSMUSG00000035133.9	.	+	52501972	52505972	0	1	4000	52501967	cluster_1
19	11963844	11967844	ENSMUSG00000024687.10	.	+	11963844	11967844	0	1	4000	11963843	cluster_1
10	34017624	34021624	ENSMUSG00000019782.10	.	-	34017624	34021624	0	1	4000	34017621	cluster_1
2	148670601	148674601	ENSMUSG00000036992.10	.	+	148670601	148674601	0	1	4000	148670600	cluster_1
X	13069498	13073498	ENSMUSG00000031010.17	.	+	13069498	13073498	0	1	4000	13069497	cluster_1
3	69002738	69006738	ENSMUSG00000034349.14	.	+	69002738	69006738	0	1	4000	69002732	cluster_1
1	177794511	177798511	ENSMUSG00000015961.8	.	-	177794511	177798511	0	1	4000	177794510	cluster_1
11	48798332	48802332	ENSMUSG00000020372.15	.	+	48798332	48802332	0	1	4000	48798328	cluster_1
1	119835613	119839613	ENSMUSG00000026384.13	.	-	119835613	119839613	0	1	4000	119835612	cluster_1
2	112377211	112381211	ENSMUSG00000027132.3	.	+	112377211	112381211	0	1	4000	112377210	cluster_1
17	27554497	27558497	ENSMUSG00000046711.16	.	+	27554497	27558497	0	1	4000	27554495	cluster_1
18	46278850	46282850	ENSMUSG00000024477.3	.	-	46278850	46282850	0	1	4000	46278846	cluster_1
3	69042755	69046755	ENSMUSG00000034317.14	.	-	69042755	69046755	0	1	4000	69042749	cluster_1
11	99022189	99026189	ENSMUSG00000020914.17	.	-	99022189	99026189	0	1	4000	99022180	cluster_1
19	34920361	34924361	ENSMUSG00000024795.11	.	+	34920361	34924361	0	1	4000	34920358	cluster_1
11	100526000	100530000	ENSMUSG00000020917.17	.	-	100526000	100530000	0	1	4000	100525999	cluster_1
17	46627504	46631504	ENSMUSG00000023972.9	.	-	46627504	46631504	0	1	4000	46627500	cluster_1
3	62505004	62509004	ENSMUSG00000027770.5	.	-	62505004	62509004	0	1	4000	62504998	cluster_1
16	30585592	30589592	ENSMUSG00000022538.20	.	-	30585592	30589592	0	1	4000	30585589	cluster_1
19	43522605	43526605	ENSMUSG00000025190.13	.	-	43522605	43526605	0	1	4000	43522601	cluster_1
7	135714361	135718361	ENSMUSG00000031004.8	.	-	135714361	135718361	0	1	4000	135714360	cluster_1
19	41979157	41983157	ENSMUSG00000025159.8	.	-	41979157	41983157	0	1	4000	41979153	cluster_1
19	3706333	3710333	ENSMUSG00000035372.1	.	+	3706333	3710333	0	1	4000	3706330	cluster_1
9	108261958	108265958	ENSMUSG00000039952.15	.	-	108261958	108265958	0	1	4000	108261957	cluster_1
3	98011527	98015527	ENSMUSG00000027878.11	.	+	98011527	98015527	0	1	4000	98011518	cluster_1
15	82145181	82149181	ENSMUSG00000022463.8	.	+	82145181	82149181	0	1	4000	82145173	cluster_1
7	80533119	80537119	ENSMUSG00000030528.12	.	-	80533119	80537119	0	1	4000	80533111	cluster_1
5	21053911	21057911	ENSMUSG00000028771.13	.	-	21053911	21057911	0	1	4000	21053909	cluster_1
3	30993747	30997747	ENSMUSG00000037643.14	.	+	30993747	30997747	0	1	4000	30993744	cluster_1
2	3473031	3477031	ENSMUSG00000026646.16	.	-	3473031	3477031	0	1	4000	3473028	cluster_1
1	58390898	58394898	ENSMUSG00000051223.14	.	+	58390898	58394898	0	1	4000	58390893	cluster_1
7	78893854	78897854	ENSMUSG00000030609.18	.	+	78893854	78897854	0	1	4000	78893847	cluster_1
4	141536597	141540597	ENSMUSG00000040761.16	.	-	141536597	141540597	0	1	4000	141536596	cluster_1
15	58887298	58891298	ENSMUSG00000115463.1	.	+	58887298	58891298	0	1	4000	58887293	cluster_1
12	103423830	103427830	ENSMUSG00000041645.14	.	-	103423830	103427830	0	1	4000	103423829	cluster_1
6	100831622	100835622	ENSMUSG00000052144.8	.	+	100831622	100835622	0	1	4000	100831621	cluster_1
1	180849127	180853127	ENSMUSG00000038806.7	.	+	180849127	180853127	0	1	4000	180849126	cluster_1
7	122157439	122161439	ENSMUSG00000030867.7	.	+	122157439	122161439	0	1	4000	122157438	cluster_1
17	17372309	17376309	ENSMUSG00000116564.1	.	+	17372309	17376309	0	1	4000	17372308	cluster_1
9	13825107	13829107	ENSMUSG00000031922.12	.	-	13825107	13829107	0	1	4000	13825106	cluster_1
14	40964807	40968807	ENSMUSG00000037824.6	.	-	40964807	40968807	0	1	4000	40964803	cluster_1
11	97185881	97189881	ENSMUSG00000001440.5	.	-	97185881	97189881	0	1	4000	97185872	cluster_1
11	52394428	52398428	ENSMUSG00000036275.13	.	+	52394428	52398428	0	1	4000	52394423	cluster_1
6	39375675	39379675	ENSMUSG00000029924.12	.	-	39375675	39379675	0	1	4000	39375672	cluster_1
X	68676541	68680541	ENSMUSG00000000838.17	.	+	68676541	68680541	0	1	4000	68676535	cluster_1
15	28023848	28027848	ENSMUSG00000022263.10	.	-	28023848	28027848	0	1	4000	28023846	cluster_1
9	107531945	107535945	ENSMUSG00000010045.2	.	+	107531945	107535945	0	1	4000	107531944	cluster_1
8	126591986	126595986	ENSMUSG00000051495.7	.	-	126591986	126595986	0	1	4000	126591985	cluster_1
15	96640913	96644913	ENSMUSG00000023169.15	.	-	96640913	96644913	0	1	4000	96640904	cluster_1
5	124860691	124864691	ENSMUSG00000079215.8	.	+	124860691	124864691	0	1	4000	124860690	cluster_1
2	94155964	94159964	ENSMUSG00000027195.10	.	-	94155964	94159964	0	1	4000	94155955	cluster_1
7	126882703	126886703	ENSMUSG00000059981.12	.	-	126882703	126886703	0	1	4000	126882702	cluster_1
18	64514557	64518557	ENSMUSG00000024587.9	.	-	64514557	64518557	0	1	4000	64514551	cluster_1
8	27258329	27262329	ENSMUSG00000031490.6	.	+	27258329	27262329	0	1	4000	27258327	cluster_1
4	94554796	94558796	ENSMUSG00000028578.8	.	-	94554796	94558796	0	1	4000	94554787	cluster_1
19	47088625	47092625	ENSMUSG00000071528.3	.	-	47088625	47092625	0	1	4000	47088621	cluster_1
7	28596185	28600185	ENSMUSG00000030602.13	.	-	28596185	28600185	0	1	4000	28596183	cluster_1
11	95308246	95312246	ENSMUSG00000038909.16	.	-	95308246	95312246	0	1	4000	95308237	cluster_1
11	32453370	32457370	ENSMUSG00000044949.4	.	+	32453370	32457370	0	1	4000	32453367	cluster_1
5	139198637	139202637	ENSMUSG00000036817.14	.	+	139198637	139202637	0	1	4000	139198636	cluster_1
7	30586726	30590726	ENSMUSG00000006307.16	.	-	30586726	30590726	0	1	4000	30586723	cluster_1
16	94368618	94372618	ENSMUSG00000040785.19	.	+	94368618	94372618	0	1	4000	94368609	cluster_1
2	90845155	90849155	ENSMUSG00000027282.17	.	+	90845155	90849155	0	1	4000	90845146	cluster_1
5	146793006	146797006	ENSMUSG00000029640.17	.	-	146793006	146797006	0	1	4000	146793005	cluster_1
4	134851345	134855345	ENSMUSG00000028826.14	.	-	134851345	134855345	0	1	4000	134851344	cluster_1
3	79589342	79593342	ENSMUSG00000027804.13	.	+	79589342	79593342	0	1	4000	79589335	cluster_1
10	112927001	112931001	ENSMUSG00000074748.3	.	-	112927001	112931001	0	1	4000	112927000	cluster_1
17	29345904	29349904	ENSMUSG00000024012.17	.	-	29345904	29349904	0	1	4000	29345902	cluster_1
15	81583351	81587351	ENSMUSG00000055024.12	.	+	81583351	81587351	0	1	4000	81583343	cluster_1
4	141299240	141303240	ENSMUSG00000006445.3	.	+	141299240	141303240	0	1	4000	141299239	cluster_1
16	4622988	4626988	ENSMUSG00000014301.13	.	-	4622988	4626988	0	1	4000	4622984	cluster_1
3	116660677	116664677	ENSMUSG00000089911.4	.	-	116660677	116664677	0	1	4000	116660676	cluster_1
4	63542772	63546772	ENSMUSG00000039105.6	.	+	63542772	63546772	0	1	4000	63542766	cluster_1
4	121015247	121019247	ENSMUSG00000032870.8	.	-	121015247	121019247	0	1	4000	121015246	cluster_1
X	162758402	162762402	ENSMUSG00000031353.13	.	+	162758402	162762402	0	1	4000	162758401	cluster_1
7	141560173	141564173	ENSMUSG00000002957.11	.	+	141560173	141564173	0	1	4000	141560172	cluster_1
10	42759496	42763496	ENSMUSG00000019802.13	.	+	42759496	42763496	0	1	4000	42759492	cluster_1
4	126675630	126679630	ENSMUSG00000028837.8	.	+	126675630	126679630	0	1	4000	126675629	cluster_1
6	33247085	33251085	ENSMUSG00000029763.17	.	+	33247085	33251085	0	1	4000	33247082	cluster_1
5	144098436	144102436	ENSMUSG00000038970.7	.	+	144098436	144102436	0	1	4000	144098435	cluster_1
10	79553199	79557199	ENSMUSG00000042570.14	.	-	79553199	79557199	0	1	4000	79553192	cluster_1
7	143547106	143551106	ENSMUSG00000059119.9	.	-	143547106	143551106	0	1	4000	143547105	cluster_1
2	122026546	122030546	ENSMUSG00000027236.8	.	+	122026546	122030546	0	1	4000	122026545	cluster_1
3	108144146	108148146	ENSMUSG00000000001.4	.	-	108144146	108148146	0	1	4000	108144145	cluster_1
16	96143419	96147419	ENSMUSG00000023147.16	.	+	96143419	96147419	0	1	4000	96143410	cluster_1
16	32077342	32081342	ENSMUSG00000022781.8	.	-	32077342	32081342	0	1	4000	32077339	cluster_1
15	75907556	75911556	ENSMUSG00000055762.16	.	-	75907556	75911556	0	1	4000	75907549	cluster_1
10	50590669	50594669	ENSMUSG00000038774.9	.	+	50590669	50594669	0	1	4000	50590664	cluster_1
17	13758539	13762539	ENSMUSG00000068036.14	.	+	13758539	13762539	0	1	4000	13758538	cluster_1
9	113706259	113710259	ENSMUSG00000032504.15	.	-	113706259	113710259	0	1	4000	113706258	cluster_1
17	33031402	33035402	ENSMUSG00000067430.7	.	-	33031402	33035402	0	1	4000	33031399	cluster_1
18	34952357	34956357	ENSMUSG00000024359.8	.	-	34952357	34956357	0	1	4000	34952354	cluster_1
17	66447750	66451750	ENSMUSG00000052105.16	.	-	66447750	66451750	0	1	4000	66447744	cluster_1
4	8533644	8537644	ENSMUSG00000047187.9	.	+	8533644	8537644	0	1	4000	8533636	cluster_1
13	100784570	100788570	ENSMUSG00000041431.16	.	-	100784570	100788570	0	1	4000	100784569	cluster_1
9	118504267	118508267	ENSMUSG00000038708.10	.	+	118504267	118508267	0	1	4000	118504266	cluster_1
14	50922968	50926968	ENSMUSG00000035960.14	.	+	50922968	50926968	0	1	4000	50922963	cluster_1
11	106918715	106922715	ENSMUSG00000018363.16	.	-	106918715	106922715	0	1	4000	106918714	cluster_1
6	37868811	37872811	ENSMUSG00000029833.17	.	+	37868811	37872811	0	1	4000	37868808	cluster_1
1	160904418	160908418	ENSMUSG00000040423.10	.	+	160904418	160908418	0	1	4000	160904417	cluster_1
19	21651309	21655309	ENSMUSG00000047368.3	.	+	21651309	21655309	0	1	4000	21651307	cluster_1
11	70842778	70846778	ENSMUSG00000020817.16	.	+	70842778	70846778	0	1	4000	70842771	cluster_1
8	64848017	64852017	ENSMUSG00000031605.8	.	-	64848017	64852017	0	1	4000	64848011	cluster_1
3	51413148	51417148	ENSMUSG00000063273.11	.	+	51413148	51417148	0	1	4000	51413143	cluster_1
2	49449486	49453486	ENSMUSG00000069495.12	.	+	49449486	49453486	0	1	4000	49449482	cluster_1
10	116579511	116583511	ENSMUSG00000020166.15	.	-	116579511	116583511	0	1	4000	116579510	cluster_1
4	106908701	106912701	ENSMUSG00000061887.14	.	+	106908701	106912701	0	1	4000	106908700	cluster_1
4	108832601	108836601	ENSMUSG00000028567.8	.	+	108832601	108836601	0	1	4000	108832600	cluster_1
4	33308311	33312311	ENSMUSG00000028274.17	.	+	33308311	33312311	0	1	4000	33308308	cluster_1
4	49519093	49523093	ENSMUSG00000044018.3	.	-	49519093	49523093	0	1	4000	49519089	cluster_1
7	67950827	67954827	ENSMUSG00000005533.10	.	+	67950827	67954827	0	1	4000	67950821	cluster_1
17	32786287	32790287	ENSMUSG00000024298.14	.	-	32786287	32790287	0	1	4000	32786284	cluster_1
2	50294801	50298801	ENSMUSG00000026766.16	.	-	50294801	50298801	0	1	4000	50294796	cluster_1
11	93883852	93887852	ENSMUSG00000059474.13	.	+	93883852	93887852	0	1	4000	93883843	cluster_1
1	143775272	143779272	ENSMUSG00000018189.12	.	+	143775272	143779272	0	1	4000	143775271	cluster_1
8	3498457	3502457	ENSMUSG00000004567.16	.	+	3498457	3502457	0	1	4000	3498454	cluster_1
18	67608790	67612790	ENSMUSG00000024533.16	.	-	67608790	67612790	0	1	4000	67608784	cluster_1
2	39224451	39228451	ENSMUSG00000026753.5	.	-	39224451	39228451	0	1	4000	39224448	cluster_1
1	43931647	43935647	ENSMUSG00000041763.14	.	+	43931647	43935647	0	1	4000	43931643	cluster_1
15	12115831	12119831	ENSMUSG00000022201.16	.	+	12115831	12119831	0	1	4000	12115830	cluster_1
9	21089997	21093997	ENSMUSG00000111497.1	.	-	21089997	21093997	0	1	4000	21089995	cluster_1
14	54575558	54579558	ENSMUSG00000022178.11	.	-	54575558	54579558	0	1	4000	54575553	cluster_1
15	10712624	10716624	ENSMUSG00000022246.14	.	-	10712624	10716624	0	1	4000	10712623	cluster_1
9	99566899	99570899	ENSMUSG00000032468.11	.	-	99566899	99570899	0	1	4000	99566890	cluster_1
7	44984568	44988568	ENSMUSG00000109324.2	.	-	44984568	44988568	0	1	4000	44984564	cluster_1
15	96697730	96701730	ENSMUSG00000022462.7	.	-	96697730	96701730	0	1	4000	96697721	cluster_1
3	7501483	7505483	ENSMUSG00000043542.12	.	+	7501483	7505483	0	1	4000	7501476	cluster_1
2	48812109	48816109	ENSMUSG00000052155.5	.	+	48812109	48816109	0	1	4000	48812105	cluster_1
18	67772876	67776876	ENSMUSG00000079614.3	.	+	67772876	67776876	0	1	4000	67772870	cluster_1
8	109776554	109780554	ENSMUSG00000031731.16	.	+	109776554	109780554	0	1	4000	109776553	cluster_1
11	6289633	6293633	ENSMUSG00000020456.17	.	+	6289633	6293633	0	1	4000	6289627	cluster_1
2	174471081	174475081	ENSMUSG00000016257.15	.	-	174471081	174475081	0	1	4000	174471080	cluster_1
3	157532160	157536160	ENSMUSG00000028180.18	.	+	157532160	157536160	0	1	4000	157532159	cluster_1
12	33427635	33431635	ENSMUSG00000020561.8	.	+	33427635	33431635	0	1	4000	33427632	cluster_1
18	46739579	46743579	ENSMUSG00000032905.4	.	-	46739579	46743579	0	1	4000	46739575	cluster_1
11	44516964	44520964	ENSMUSG00000019189.13	.	+	44516964	44520964	0	1	4000	44516960	cluster_1
13	64151202	64155202	ENSMUSG00000044934.13	.	-	64151202	64155202	0	1	4000	64151196	cluster_1
5	115629908	115633908	ENSMUSG00000029518.15	.	+	115629908	115633908	0	1	4000	115629907	cluster_1
8	33729833	33733833	ENSMUSG00000031585.13	.	+	33729833	33733833	0	1	4000	33729830	cluster_1
11	50290311	50294311	ENSMUSG00000050567.16	.	-	50290311	50294311	0	1	4000	50290306	cluster_1
17	28620521	28624521	ENSMUSG00000004865.15	.	-	28620521	28624521	0	1	4000	28620519	cluster_1
11	69993777	69997777	ENSMUSG00000018572.10	.	+	69993777	69997777	0	1	4000	69993771	cluster_1
18	61724331	61728331	ENSMUSG00000024580.7	.	-	61724331	61728331	0	1	4000	61724325	cluster_1
1	118319839	118323839	ENSMUSG00000026377.12	.	+	118319839	118323839	0	1	4000	118319838	cluster_1
9	57519274	57523274	ENSMUSG00000000088.7	.	+	57519274	57523274	0	1	4000	57519269	cluster_1
1	39575405	39579405	ENSMUSG00000048234.13	.	-	39575405	39579405	0	1	4000	39575402	cluster_1
12	8919664	8923664	ENSMUSG00000020585.4	.	+	8919664	8923664	0	1	4000	8919656	cluster_1
1	20818312	20822312	ENSMUSG00000041859.10	.	-	20818312	20822312	0	1	4000	20818310	cluster_1
5	3926054	3930054	ENSMUSG00000040407.17	.	+	3926054	3930054	0	1	4000	3926051	cluster_1
17	24167702	24171702	ENSMUSG00000024121.13	.	-	24167702	24171702	0	1	4000	24167700	cluster_1
9	21544894	21548894	ENSMUSG00000032185.15	.	+	21544894	21548894	0	1	4000	21544892	cluster_1
11	86542805	86546805	ENSMUSG00000020516.15	.	-	86542805	86546805	0	1	4000	86542797	cluster_1
3	14609285	14613285	ENSMUSG00000078784.8	.	-	14609285	14613285	0	1	4000	14609284	cluster_1
19	23685400	23689400	ENSMUSG00000074925.3	.	+	23685400	23689400	0	1	4000	23685398	cluster_1
5	3800925	3804925	ENSMUSG00000040351.11	.	-	3800925	3804925	0	1	4000	3800922	cluster_1
15	58887229	58891229	ENSMUSG00000037075.7	.	+	58887229	58891229	0	1	4000	58887224	cluster_1
9	114562369	114566369	ENSMUSG00000079259.2	.	-	114562369	114566369	0	1	4000	114562368	cluster_1
1	87211914	87215914	ENSMUSG00000026254.17	.	+	87211914	87215914	0	1	4000	87211906	cluster_1
15	11397665	11401665	ENSMUSG00000022241.6	.	-	11397665	11401665	0	1	4000	11397664	cluster_1
9	21090008	21094008	ENSMUSG00000010205.11	.	-	21090008	21094008	0	1	4000	21090006	cluster_1
11	33161206	33165206	ENSMUSG00000057113.13	.	-	33161206	33165206	0	1	4000	33161203	cluster_1
4	152323742	152327742	ENSMUSG00000028936.15	.	+	152323742	152327742	0	1	4000	152323741	cluster_1
9	62339293	62343293	ENSMUSG00000032249.14	.	+	62339293	62343293	0	1	4000	62339287	cluster_1
6	147040764	147044764	ENSMUSG00000040112.9	.	+	147040764	147044764	0	1	4000	147040763	cluster_1
11	3647494	3651494	ENSMUSG00000034543.14	.	+	3647494	3651494	0	1	4000	3647491	cluster_1
15	34493304	34497304	ENSMUSG00000022325.14	.	+	34493304	34497304	0	1	4000	34493301	cluster_1
3	105051146	105055146	ENSMUSG00000062127.11	.	-	105051146	105055146	0	1	4000	105051145	cluster_1
12	31497616	31501616	ENSMUSG00000020659.16	.	-	31497616	31501616	0	1	4000	31497613	cluster_1
9	54861789	54865789	ENSMUSG00000032293.8	.	+	54861789	54865789	0	1	4000	54861784	cluster_1
10	81165923	81169923	ENSMUSG00000004934.14	.	-	81165923	81169923	0	1	4000	81165915	cluster_1
16	4592713	4596713	ENSMUSG00000014303.13	.	+	4592713	4596713	0	1	4000	4592709	cluster_1
19	6973048	6977048	ENSMUSG00000056612.6	.	+	6973048	6977048	0	1	4000	6973042	cluster_1
1	16617489	16621489	ENSMUSG00000025939.17	.	-	16617489	16621489	0	1	4000	16617488	cluster_1
7	141226784	141230784	ENSMUSG00000038611.17	.	+	141226784	141230784	0	1	4000	141226783	cluster_1
10	61450661	61454661	ENSMUSG00000020091.15	.	-	61450661	61454661	0	1	4000	61450655	cluster_1
2	3510790	3514790	ENSMUSG00000051396.15	.	-	3510790	3514790	0	1	4000	3510787	cluster_1
1	55086243	55090243	ENSMUSG00000025980.14	.	-	55086243	55090243	0	1	4000	55086238	cluster_1
4	155845402	155849402	ENSMUSG00000029071.16	.	+	155845402	155849402	0	1	4000	155845401	cluster_1
4	32655119	32659119	ENSMUSG00000058006.12	.	+	32655119	32659119	0	1	4000	32655116	cluster_1
11	74722670	74726670	ENSMUSG00000020745.15	.	-	74722670	74726670	0	1	4000	74722663	cluster_1
4	107176399	107180399	ENSMUSG00000028618.11	.	+	107176399	107180399	0	1	4000	107176398	cluster_1
7	55960476	55964476	ENSMUSG00000030452.16	.	-	55960476	55964476	0	1	4000	55960471	cluster_1
11	29690947	29694947	ENSMUSG00000020458.16	.	+	29690947	29694947	0	1	4000	29690945	cluster_1
4	57954411	57958411	ENSMUSG00000028367.5	.	-	57954411	57958411	0	1	4000	57954406	cluster_1
11	51998762	52002762	ENSMUSG00000020390.12	.	-	51998762	52002762	0	1	4000	51998757	cluster_1
11	69998595	70002595	ENSMUSG00000020888.16	.	+	69998595	70002595	0	1	4000	69998589	cluster_1
7	4810590	4814590	ENSMUSG00000060860.8	.	-	4810590	4814590	0	1	4000	4810586	cluster_1
9	7762041	7766041	ENSMUSG00000050912.15	.	+	7762041	7766041	0	1	4000	7762034	cluster_1
6	91682053	91686053	ENSMUSG00000030096.8	.	+	91682053	91686053	0	1	4000	91682044	cluster_1
1	134077120	134081120	ENSMUSG00000020423.6	.	-	134077120	134081120	0	1	4000	134077119	cluster_1
4	147866979	147870979	ENSMUSG00000070583.1	.	+	147866979	147870979	0	1	4000	147866978	cluster_1
3	107694560	107698560	ENSMUSG00000027893.14	.	-	107694560	107698560	0	1	4000	107694559	cluster_1
15	12203028	12207028	ENSMUSG00000039458.15	.	+	12203028	12207028	0	1	4000	12203027	cluster_1
4	52437243	52441243	ENSMUSG00000028312.19	.	+	52437243	52441243	0	1	4000	52437238	cluster_1
11	107130127	107134127	ENSMUSG00000040481.17	.	-	107130127	107134127	0	1	4000	107130126	cluster_1
9	98561721	98565721	ENSMUSG00000032458.6	.	+	98561721	98565721	0	1	4000	98561712	cluster_1
9	80064903	80068903	ENSMUSG00000034252.14	.	+	80064903	80068903	0	1	4000	80064895	cluster_1
5	108459232	108463232	ENSMUSG00000033623.13	.	+	108459232	108463232	0	1	4000	108459231	cluster_1
8	95432869	95436869	ENSMUSG00000031796.7	.	-	95432869	95436869	0	1	4000	95432860	cluster_1
5	115563254	115567254	ENSMUSG00000041638.18	.	+	115563254	115567254	0	1	4000	115563253	cluster_1
3	103912120	103916120	ENSMUSG00000044098.14	.	+	103912120	103916120	0	1	4000	103912119	cluster_1
13	81631154	81635154	ENSMUSG00000069170.14	.	-	81631154	81635154	0	1	4000	81631146	cluster_1
12	113096278	113100278	ENSMUSG00000021144.14	.	+	113096278	113100278	0	1	4000	113096277	cluster_1
13	100831427	100835427	ENSMUSG00000021629.10	.	-	100831427	100835427	0	1	4000	100831426	cluster_1
19	10603625	10607625	ENSMUSG00000024740.9	.	+	10603625	10607625	0	1	4000	10603624	cluster_1
1	189005841	189009841	ENSMUSG00000026608.13	.	-	189005841	189009841	0	1	4000	189005840	cluster_1
6	42262985	42266985	ENSMUSG00000029863.13	.	+	42262985	42266985	0	1	4000	42262981	cluster_1
10	75210073	75214073	ENSMUSG00000033444.14	.	+	75210073	75214073	0	1	4000	75210066	cluster_1
19	31080841	31084841	ENSMUSG00000053536.6	.	+	31080841	31084841	0	1	4000	31080838	cluster_1
12	64963534	64967534	ENSMUSG00000020948.9	.	-	64963534	64967534	0	1	4000	64963528	cluster_1
2	130177403	130181403	ENSMUSG00000027404.15	.	-	130177403	130181403	0	1	4000	130177402	cluster_1
2	154434481	154438481	ENSMUSG00000038533.15	.	+	154434481	154438481	0	1	4000	154434480	cluster_1
3	30790875	30794875	ENSMUSG00000027706.8	.	+	30790875	30794875	0	1	4000	30790872	cluster_1
6	119477668	119481668	ENSMUSG00000030019.6	.	+	119477668	119481668	0	1	4000	119477667	cluster_1
2	3510814	3514814	ENSMUSG00000109865.1	.	-	3510814	3514814	0	1	4000	3510811	cluster_1
10	67094125	67098125	ENSMUSG00000037876.17	.	+	67094125	67098125	0	1	4000	67094119	cluster_1
7	127231061	127235061	ENSMUSG00000045598.10	.	+	127231061	127235061	0	1	4000	127231060	cluster_1
8	84854989	84858989	ENSMUSG00000003808.18	.	+	84854989	84858989	0	1	4000	84854981	cluster_1
13	100728939	100732939	ENSMUSG00000069089.8	.	-	100728939	100732939	0	1	4000	100728938	cluster_1
8	23255074	23259074	ENSMUSG00000015341.17	.	-	23255074	23259074	0	1	4000	23255072	cluster_1
18	10723548	10727548	ENSMUSG00000024294.13	.	+	10723548	10727548	0	1	4000	10723547	cluster_1
X	81068698	81072698	ENSMUSG00000025666.16	.	+	81068698	81072698	0	1	4000	81068690	cluster_1
11	20110913	20114913	ENSMUSG00000020152.7	.	-	20110913	20114913	0	1	4000	20110911	cluster_1
2	51147111	51151111	ENSMUSG00000017144.8	.	-	51147111	51151111	0	1	4000	51147106	cluster_1
8	78506898	78510898	ENSMUSG00000037070.10	.	-	78506898	78510898	0	1	4000	78506891	cluster_1
18	54988180	54992180	ENSMUSG00000052713.8	.	-	54988180	54992180	0	1	4000	54988175	cluster_1
